Image,MA_pixels,HE_pixels,EX_pixels,SE_pixels,OD_pixels
IDRiD_404.jpg,16367,757,61,24390,14466
IDRiD_405.jpg,11180,19,1270,16029,1098
IDRiD_406.jpg,2919,135,401,4747,1216
IDRiD_407.jpg,5460,27,1928,10090,220
IDRiD_408.jpg,5763,90,877,8980,541
IDRiD_409.jpg,2532,0,2175,6345,60
IDRiD_410.jpg,509,2,720,691,22
IDRiD_411.jpg,505,0,529,1238,64
IDRiD_412.jpg,1128,4,0,2217,553
IDRiD_413.jpg,722,40,192,1846,726
